dataset,save_dir,elapsed_min,best_acc,train_acc,valid_acc,test_acc,precision,recall,f1,balanced_acc,returncode,log_file
Caltech101,runs/train/exp330,73.6,0.7023,0.900101346460113,0.7022598870056497,0.7023,0.5941,0.5856,0.5790,0.5856,0,/home/xuan/RGB_SFM_V3/overnight_logs/Caltech101_20260716_0534.log
